Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Thiago Barbosa,Accessories,0,2514.07,0.44,0.42,4/13/2020,0,0
Letícia Ribeiro,Accessories,0,3681.02,0.46,0.54,4/13/2020,0,0
Enzo Nascimento,House,0,9337.24,0.12,0.28,4/13/2020,0,0
Guilherme Santos,House,0,14862.63,0.23,0.23,4/13/2020,0,0
Vitória Ribeiro,Toy,0,11492.29,0.17,0.25,4/13/2020,0,0
Julia Araújo,Sports,0,5993.14,0.33,0.39,4/13/2020,0,0
Lucas Rodrigues,Sports,0,14421.19,0.45,0.27,4/13/2020,0,0
Thiago Carvalho,Sports,0,15706.49,0.25,0.38,4/13/2020,0,0
Mateus Barbosa,Electronics,0,13005.03,0.19,0.18,4/13/2020,0,0
Camila Carvalho,House,0,8823.03,0.13,0.32,4/13/2020,0,0
Diego Cardoso,Wardrobe,0,3069.44,0.1,0.18,4/13/2020,0,0
Jorge Santos,Toy,0,6552.96,0.11,0.28,4/13/2020,0,0
Raphael Silva,Stationery,0,2425.55,0.59,0.54,4/13/2020,0,0
Caroline Reis,Stationery,0,1888.82,0.23,0.52,4/13/2020,0,0
Letícia Nascimento,Electronics,0,10698.9,0.19,0.22,4/14/2020,0,0
Ana Sousa,Electronics,0,8322.88,0.32,0.22,4/14/2020,0,0
Gustavo Martins,Electronics,0,14533.29,0.14,0.19,4/14/2020,0,0
Beatriz Santos,Wardrobe,0,8121.65,0.27,0.18,4/14/2020,0,0
Camila Lima,Wardrobe,0,4748.73,0.14,0.15,4/14/2020,0,0
Thiago Barbosa,Accessories,0,3342.89,0.3,0.46,4/14/2020,0,0
Letícia Ribeiro,Accessories,0,4155.7,0.24,0.42,4/14/2020,0,0
Enzo Nascimento,House,0,16569.12,0.32,0.28,4/14/2020,0,0
Guilherme Santos,House,0,14132.3,0.39,0.32,4/14/2020,0,0
Vitória Ribeiro,Toy,0,5160.56,0.24,0.27,4/14/2020,0,0
Julia Araújo,Sports,0,7878.43,0.21,0.35,4/14/2020,0,0
Lucas Rodrigues,Sports,0,9883.74,0.51,0.27,4/14/2020,0,0
Thiago Carvalho,Sports,0,15039.96,0.38,0.35,4/14/2020,0,0
Mateus Barbosa,Electronics,0,9840.88,0.3,0.22,4/14/2020,0,0
Camila Carvalho,House,0,6932.88,0.21,0.31,4/14/2020,0,0
Diego Cardoso,Wardrobe,0,3982.56,0.26,0.21,4/14/2020,0,0
Jorge Santos,Toy,0,6987.21,0.31,0.27,4/14/2020,0,0
Raphael Silva,Stationery,0,3501.23,0.65,0.45,4/14/2020,0,0
Caroline Reis,Stationery,0,1373.24,0.27,0.4,4/14/2020,0,0
Letícia Nascimento,Electronics,0,8685.84,0.1,0.23,4/15/2020,0,0
Ana Sousa,Electronics,0,13066.79,0.16,0.22,4/15/2020,0,0
Gustavo Martins,Electronics,0,8511.8,0.28,0.22,4/15/2020,0,0
Beatriz Santos,Wardrobe,0,8040.18,0.13,0.16,4/15/2020,0,0
Camila Lima,Wardrobe,0,6649.4,0.23,0.17,4/15/2020,0,0
Thiago Barbosa,Accessories,0,3853.7,0.5,0.4,4/15/2020,0,0
Letícia Ribeiro,Accessories,0,1959.56,0.44,0.56,4/15/2020,0,0
Enzo Nascimento,House,0,5468.75,0.29,0.28,4/15/2020,0,0
Guilherme Santos,House,0,16426.47,0.31,0.3,4/15/2020,0,0
Vitória Ribeiro,Toy,0,5989.29,0.4,0.28,4/15/2020,0,0
Julia Araújo,Sports,0,8059.2,0.34,0.35,4/15/2020,0,0
Lucas Rodrigues,Sports,0,14235.82,0.38,0.31,4/15/2020,0,0
Thiago Carvalho,Sports,0,9598.5,0.4,0.33,4/15/2020,0,0
Mateus Barbosa,Electronics,0,11782.91,0.11,0.17,4/15/2020,0,0
Camila Carvalho,House,0,7292.34,0.2,0.24,4/15/2020,0,0
Diego Cardoso,Wardrobe,0,3632.79,0.19,0.17,4/15/2020,0,0
Jorge Santos,Toy,0,3424.91,0.2,0.27,4/15/2020,0,0
Raphael Silva,Stationery,0,3201.2,0.72,0.47,4/15/2020,0,0
Caroline Reis,Stationery,0,2041.32,0.38,0.4,4/15/2020,0,0
Letícia Nascimento,Electronics,0,14087.07,0.31,0.22,4/16/2020,0,0
Ana Sousa,Electronics,0,8033.65,0.2,0.18,4/16/2020,0,0
Gustavo Martins,Electronics,0,8891.78,0.11,0.23,4/16/2020,0,0
Beatriz Santos,Wardrobe,0,7325.14,0.17,0.2,4/16/2020,0,0
Camila Lima,Wardrobe,0,10900.39,0.12,0.2,4/16/2020,0,0
Thiago Barbosa,Accessories,0,3593.51,0.52,0.42,4/16/2020,0,0
Letícia Ribeiro,Accessories,0,2251.14,0.7,0.56,4/16/2020,0,0
Enzo Nascimento,House,0,12636.41,0.32,0.3,4/16/2020,0,0
Guilherme Santos,House,0,16056.15,0.17,0.23,4/16/2020,0,0
Vitória Ribeiro,Toy,0,6535.47,0.18,0.25,4/16/2020,0,0
Julia Araújo,Sports,0,5946.87,0.27,0.36,4/16/2020,0,0
Lucas Rodrigues,Sports,0,13245.94,0.39,0.35,4/16/2020,0,0
Thiago Carvalho,Sports,0,15011.38,0.47,0.34,4/16/2020,0,0
Mateus Barbosa,Electronics,0,14392.37,0.2,0.23,4/16/2020,0,0
Camila Carvalho,House,0,8290.69,0.28,0.26,4/16/2020,0,0
Diego Cardoso,Wardrobe,0,4473.92,0.1,0.18,4/16/2020,0,0
Jorge Santos,Toy,0,9192.77,0.19,0.22,4/16/2020,0,0
Raphael Silva,Stationery,0,2695.99,0.2,0.4,4/16/2020,0,0
Caroline Reis,Stationery,0,3473.61,0.29,0.41,4/16/2020,0,0
Letícia Nascimento,Electronics,0,4802.63,0.17,0.22,4/17/2020,0,0
Ana Sousa,Electronics,0,14506.07,0.25,0.16,4/17/2020,0,0
Gustavo Martins,Electronics,0,6958.95,0.16,0.18,4/17/2020,0,0
Beatriz Santos,Wardrobe,0,9167.08,0.27,0.15,4/17/2020,0,0
Camila Lima,Wardrobe,0,6478.74,0.24,0.2,4/17/2020,0,0
Thiago Barbosa,Accessories,0,2954.45,0.42,0.46,4/17/2020,0,0
Letícia Ribeiro,Accessories,0,2110.77,0.28,0.42,4/17/2020,0,0
Enzo Nascimento,House,0,9287.3,0.12,0.24,4/17/2020,0,0
Guilherme Santos,House,0,7670.26,0.26,0.3,4/17/2020,0,0
Vitória Ribeiro,Toy,0,7235.55,0.11,0.29,4/17/2020,0,0
Julia Araújo,Sports,0,4770.26,0.47,0.31,4/17/2020,0,0
Lucas Rodrigues,Sports,0,4937.45,0.48,0.3,4/17/2020,0,0
Thiago Carvalho,Sports,0,13595.14,0.3,0.39,4/17/2020,0,0
Mateus Barbosa,Electronics,0,11328.42,0.14,0.19,4/17/2020,0,0
Camila Carvalho,House,0,7862.88,0.39,0.31,4/17/2020,0,0
Diego Cardoso,Wardrobe,0,3696.54,0.13,0.17,4/17/2020,0,0
Jorge Santos,Toy,0,4801.42,0.34,0.26,4/17/2020,0,0
Raphael Silva,Stationery,0,3166.11,0.22,0.5,4/17/2020,0,0
Caroline Reis,Stationery,0,1408.64,0.4,0.45,4/17/2020,0,0
Letícia Nascimento,Electronics,0,13246,0.18,0.2,4/18/2020,0,0
Ana Sousa,Electronics,0,5651.22,0.2,0.2,4/18/2020,0,0
Gustavo Martins,Electronics,0,9120.75,0.3,0.22,4/18/2020,0,0
Beatriz Santos,Wardrobe,0,3828.27,0.22,0.19,4/18/2020,0,0
Camila Lima,Wardrobe,0,5009.9,0.18,0.17,4/18/2020,0,0
Thiago Barbosa,Accessories,0,5274.8,0.56,0.46,4/18/2020,0,0
Letícia Ribeiro,Accessories,0,2571.72,0.64,0.56,4/18/2020,0,0
Enzo Nascimento,House,0,13405.58,0.31,0.29,4/18/2020,0,0
Guilherme Santos,House,0,9066.57,0.19,0.32,4/18/2020,0,0
Vitória Ribeiro,Toy,0,6346.7,0.32,0.2,4/18/2020,0,0
Julia Araújo,Sports,0,9291.06,0.31,0.31,4/18/2020,0,0
Lucas Rodrigues,Sports,0,4703.24,0.48,0.38,4/18/2020,0,0
Thiago Carvalho,Sports,0,5328.67,0.49,0.31,4/18/2020,0,0
Mateus Barbosa,Electronics,0,9737.02,0.28,0.18,4/18/2020,0,0
Camila Carvalho,House,0,4845.35,0.14,0.26,4/18/2020,0,0
Diego Cardoso,Wardrobe,0,6200.35,0.14,0.15,4/18/2020,0,0
Jorge Santos,Toy,0,9464.4,0.29,0.28,4/18/2020,0,0
Raphael Silva,Stationery,0,1209.23,0.68,0.4,4/18/2020,0,0
Caroline Reis,Stationery,0,1964.85,0.63,0.41,4/18/2020,0,0
Letícia Nascimento,Electronics,0,3692,0.1,0.18,4/19/2020,0,0
Ana Sousa,Electronics,0,9497.35,0.17,0.22,4/19/2020,0,0
Gustavo Martins,Electronics,0,4732.17,0.26,0.17,4/19/2020,0,0
Beatriz Santos,Wardrobe,0,9376.2,0.24,0.17,4/19/2020,0,0
Camila Lima,Wardrobe,0,6435.22,0.25,0.19,4/19/2020,0,0
Thiago Barbosa,Accessories,0,5149.08,0.7,0.42,4/19/2020,0,0
Letícia Ribeiro,Accessories,0,1536.41,0.54,0.58,4/19/2020,0,0
Enzo Nascimento,House,0,4735.32,0.14,0.23,4/19/2020,0,0
Guilherme Santos,House,0,6767.43,0.4,0.28,4/19/2020,0,0
Vitória Ribeiro,Toy,0,6850.25,0.15,0.23,4/19/2020,0,0
Julia Araújo,Sports,0,5192.95,0.39,0.35,4/19/2020,0,0
Lucas Rodrigues,Sports,0,12703.26,0.47,0.29,4/19/2020,0,0
Thiago Carvalho,Sports,0,9750.37,0.49,0.35,4/19/2020,0,0
Mateus Barbosa,Electronics,0,5670.93,0.22,0.23,4/19/2020,0,0
Camila Carvalho,House,0,4450.48,0.33,0.25,4/19/2020,0,0
Diego Cardoso,Wardrobe,0,8749.21,0.19,0.19,4/19/2020,0,0
Jorge Santos,Toy,0,3884.62,0.37,0.29,4/19/2020,0,0
Raphael Silva,Stationery,0,2733.22,0.25,0.5,4/19/2020,0,0
Caroline Reis,Stationery,0,4163.36,0.23,0.52,4/19/2020,0,0
Letícia Nascimento,Electronics,0,3686.37,0.23,0.2,4/20/2020,0,0
Ana Sousa,Electronics,0,7467.24,0.3,0.17,4/20/2020,0,0
Gustavo Martins,Electronics,0,13133.46,0.18,0.22,4/20/2020,0,0
Beatriz Santos,Wardrobe,0,10266.03,0.15,0.17,4/20/2020,0,0
Camila Lima,Wardrobe,0,4866.62,0.21,0.17,4/20/2020,0,0
Thiago Barbosa,Accessories,0,4720.15,0.22,0.56,4/20/2020,0,0
Letícia Ribeiro,Accessories,0,4240.84,0.28,0.48,4/20/2020,0,0
Enzo Nascimento,House,0,10342.33,0.3,0.22,4/20/2020,0,0
Guilherme Santos,House,0,4385.66,0.39,0.28,4/20/2020,0,0
Vitória Ribeiro,Toy,0,9377.76,0.31,0.22,4/20/2020,0,0
Julia Araújo,Sports,0,5305.55,0.48,0.35,4/20/2020,0,0
Lucas Rodrigues,Sports,0,11705.71,0.2,0.3,4/20/2020,0,0
Thiago Carvalho,Sports,0,7617.06,0.26,0.27,4/20/2020,0,0
Mateus Barbosa,Electronics,0,7128.59,0.29,0.18,4/20/2020,0,0
Camila Carvalho,House,0,5678.97,0.13,0.24,4/20/2020,0,0
Diego Cardoso,Wardrobe,0,8645.46,0.16,0.17,4/20/2020,0,0
Jorge Santos,Toy,0,5201.31,0.21,0.21,4/20/2020,0,0
Raphael Silva,Stationery,0,1626.98,0.38,0.38,4/20/2020,0,0
Caroline Reis,Stationery,0,3182.79,0.5,0.36,4/20/2020,0,0
Letícia Nascimento,Electronics,0,10312.76,0.25,0.2,4/21/2020,0,0
Ana Sousa,Electronics,0,13267.85,0.2,0.17,4/21/2020,0,0
Gustavo Martins,Electronics,0,7604.66,0.24,0.22,4/21/2020,0,0
Beatriz Santos,Wardrobe,0,4198.13,0.11,0.17,4/21/2020,0,0
Camila Lima,Wardrobe,0,7997.76,0.08,0.18,4/21/2020,0,0
Thiago Barbosa,Accessories,0,2350.87,0.76,0.58,4/21/2020,0,0
Letícia Ribeiro,Accessories,0,2259.32,0.54,0.54,4/21/2020,0,0
Enzo Nascimento,House,0,9102.84,0.15,0.24,4/21/2020,0,0
Guilherme Santos,House,0,11648.55,0.12,0.32,4/21/2020,0,0
Vitória Ribeiro,Toy,0,4284.22,0.39,0.25,4/21/2020,0,0
Julia Araújo,Sports,0,12627.74,0.4,0.27,4/21/2020,0,0
Lucas Rodrigues,Sports,0,11164.65,0.48,0.29,4/21/2020,0,0
Thiago Carvalho,Sports,0,13619.21,0.35,0.31,4/21/2020,0,0
Mateus Barbosa,Electronics,0,4627.9,0.16,0.22,4/21/2020,0,0
Camila Carvalho,House,0,4698.36,0.18,0.26,4/21/2020,0,0
Diego Cardoso,Wardrobe,0,3957.62,0.23,0.2,4/21/2020,0,0
Jorge Santos,Toy,0,4848.41,0.34,0.24,4/21/2020,0,0
Raphael Silva,Stationery,0,1645.83,0.43,0.47,4/21/2020,0,0
Caroline Reis,Stationery,0,3728.5,0.7,0.41,4/21/2020,0,0
Letícia Nascimento,Electronics,0,7476.66,0.26,0.21,4/22/2020,0,0
Ana Sousa,Electronics,0,9093.41,0.29,0.16,4/22/2020,0,0
Gustavo Martins,Electronics,0,14552.39,0.09,0.23,4/22/2020,0,0
Beatriz Santos,Wardrobe,0,8118.27,0.21,0.17,4/22/2020,0,0
Camila Lima,Wardrobe,0,10241.21,0.2,0.17,4/22/2020,0,0
Thiago Barbosa,Accessories,0,3243.16,0.38,0.46,4/22/2020,0,0
Letícia Ribeiro,Accessories,0,3421.73,0.22,0.6,4/22/2020,0,0
Enzo Nascimento,House,0,15405.26,0.33,0.24,4/22/2020,0,0
Guilherme Santos,House,0,15954.56,0.25,0.28,4/22/2020,0,0
Vitória Ribeiro,Toy,0,6191.54,0.28,0.21,4/22/2020,0,0
Julia Araújo,Sports,0,11010.26,0.45,0.36,4/22/2020,0,0
Lucas Rodrigues,Sports,0,14305.53,0.39,0.39,4/22/2020,0,0
Thiago Carvalho,Sports,0,9215.17,0.29,0.38,4/22/2020,0,0
Mateus Barbosa,Electronics,0,4574.99,0.17,0.2,4/22/2020,0,0
Camila Carvalho,House,0,11128.73,0.11,0.26,4/22/2020,0,0
Diego Cardoso,Wardrobe,0,6265.64,0.13,0.2,4/22/2020,0,0
Jorge Santos,Toy,0,8517.09,0.21,0.28,4/22/2020,0,0
Raphael Silva,Stationery,0,2361.25,0.72,0.5,4/22/2020,0,0
Caroline Reis,Stationery,0,2757.32,0.34,0.45,4/22/2020,0,0
Letícia Nascimento,Electronics,0,6901.03,0.31,0.22,4/23/2020,0,0
Ana Sousa,Electronics,0,5179.72,0.3,0.16,4/23/2020,0,0
Gustavo Martins,Electronics,0,6312.45,0.31,0.18,4/23/2020,0,0
Beatriz Santos,Wardrobe,0,9478.48,0.17,0.18,4/23/2020,0,0
Camila Lima,Wardrobe,0,5769.25,0.19,0.16,4/23/2020,0,0
Thiago Barbosa,Accessories,0,2970.49,0.62,0.52,4/23/2020,0,0
Letícia Ribeiro,Accessories,0,3324.16,0.54,0.52,4/23/2020,0,0
Enzo Nascimento,House,0,10820.8,0.26,0.26,4/23/2020,0,0
Guilherme Santos,House,0,12957.11,0.43,0.28,4/23/2020,0,0
Vitória Ribeiro,Toy,0,11214.21,0.27,0.24,4/23/2020,0,0
Julia Araújo,Sports,0,4244.37,0.47,0.36,4/23/2020,0,0
Lucas Rodrigues,Sports,0,9436.31,0.27,0.31,4/23/2020,0,0
Thiago Carvalho,Sports,0,13069.24,0.22,0.36,4/23/2020,0,0
Mateus Barbosa,Electronics,0,4989.47,0.19,0.18,4/23/2020,0,0
Camila Carvalho,House,0,6727.69,0.32,0.33,4/23/2020,0,0
Diego Cardoso,Wardrobe,0,8687.34,0.08,0.2,4/23/2020,0,0
Jorge Santos,Toy,0,4035.65,0.27,0.27,4/23/2020,0,0
Raphael Silva,Stationery,0,1518.41,0.68,0.47,4/23/2020,0,0
Caroline Reis,Stationery,0,2159.32,0.29,0.5,4/23/2020,0,0
Letícia Nascimento,Electronics,0,11217.25,0.18,0.22,4/24/2020,0,0
Ana Sousa,Electronics,0,5389.27,0.27,0.21,4/24/2020,0,0
Gustavo Martins,Electronics,0,6770.63,0.2,0.24,4/24/2020,0,0
Beatriz Santos,Wardrobe,0,6975.28,0.16,0.15,4/24/2020,0,0
Camila Lima,Wardrobe,0,10873.8,0.27,0.15,4/24/2020,0,0
Thiago Barbosa,Accessories,0,3242.72,0.36,0.5,4/24/2020,0,0
Letícia Ribeiro,Accessories,0,1492.11,0.32,0.52,4/24/2020,0,0
Enzo Nascimento,House,0,9346.14,0.33,0.33,4/24/2020,0,0
Guilherme Santos,House,0,16122.39,0.3,0.23,4/24/2020,0,0
Vitória Ribeiro,Toy,0,5730.29,0.34,0.21,4/24/2020,0,0
Julia Araújo,Sports,0,5160.96,0.18,0.35,4/24/2020,0,0
Lucas Rodrigues,Sports,0,14588.52,0.16,0.26,4/24/2020,0,0
Thiago Carvalho,Sports,0,15262.38,0.42,0.34,4/24/2020,0,0
Mateus Barbosa,Electronics,0,7890.51,0.14,0.17,4/24/2020,0,0
Camila Carvalho,House,0,14356.97,0.33,0.25,4/24/2020,0,0
Diego Cardoso,Wardrobe,0,7739.59,0.13,0.19,4/24/2020,0,0
Jorge Santos,Toy,0,9399.41,0.22,0.26,4/24/2020,0,0
Raphael Silva,Stationery,0,3375.87,0.47,0.38,4/24/2020,0,0
Caroline Reis,Stationery,0,1144.3,0.22,0.41,4/24/2020,0,0
Letícia Nascimento,Electronics,0,13458.38,0.22,0.19,4/25/2020,0,0
Ana Sousa,Electronics,0,8390.51,0.17,0.22,4/25/2020,0,0
Gustavo Martins,Electronics,0,4567.33,0.15,0.22,4/25/2020,0,0
Beatriz Santos,Wardrobe,0,3151.02,0.24,0.2,4/25/2020,0,0
Camila Lima,Wardrobe,0,4486.52,0.26,0.15,4/25/2020,0,0
Thiago Barbosa,Accessories,0,3741.45,0.42,0.48,4/25/2020,0,0
Letícia Ribeiro,Accessories,0,4037.68,0.62,0.44,4/25/2020,0,0
Enzo Nascimento,House,0,7065.27,0.19,0.26,4/25/2020,0,0
Guilherme Santos,House,0,10077.78,0.15,0.22,4/25/2020,0,0
Vitória Ribeiro,Toy,0,10558.09,0.29,0.21,4/25/2020,0,0
Julia Araújo,Sports,0,5759.39,0.29,0.27,4/25/2020,0,0
Lucas Rodrigues,Sports,0,13182.59,0.44,0.3,4/25/2020,0,0
Thiago Carvalho,Sports,0,6892.91,0.18,0.36,4/25/2020,0,0
Mateus Barbosa,Electronics,0,3803.96,0.31,0.18,4/25/2020,0,0
Camila Carvalho,House,0,9117.49,0.21,0.32,4/25/2020,0,0
Diego Cardoso,Wardrobe,0,5039.29,0.22,0.19,4/25/2020,0,0
Jorge Santos,Toy,0,4617.04,0.39,0.29,4/25/2020,0,0
Raphael Silva,Stationery,0,1289.06,0.47,0.41,4/25/2020,0,0
Caroline Reis,Stationery,0,2201.14,0.49,0.4,4/25/2020,0,0
Letícia Nascimento,Electronics,0,12143.32,0.29,0.22,4/26/2020,0,0
Ana Sousa,Electronics,0,7498.08,0.1,0.19,4/26/2020,0,0
Gustavo Martins,Electronics,0,5060.88,0.26,0.22,4/26/2020,0,0
Beatriz Santos,Wardrobe,0,4851.33,0.15,0.17,4/26/2020,0,0
Camila Lima,Wardrobe,0,8364.53,0.16,0.15,4/26/2020,0,0
Thiago Barbosa,Accessories,0,1692.88,0.36,0.56,4/26/2020,0,0
Letícia Ribeiro,Accessories,0,3522.79,0.58,0.5,4/26/2020,0,0
Enzo Nascimento,House,0,9404.09,0.14,0.28,4/26/2020,0,0
Guilherme Santos,House,0,7452.04,0.21,0.3,4/26/2020,0,0
Vitória Ribeiro,Toy,0,5741.33,0.17,0.28,4/26/2020,0,0
Julia Araújo,Sports,0,4894.42,0.48,0.27,4/26/2020,0,0
Lucas Rodrigues,Sports,0,9416.63,0.49,0.33,4/26/2020,0,0
Thiago Carvalho,Sports,0,13381.83,0.4,0.33,4/26/2020,0,0
Mateus Barbosa,Electronics,0,5609.66,0.26,0.19,4/26/2020,0,0
Camila Carvalho,House,0,7903.49,0.44,0.26,4/26/2020,0,0
Diego Cardoso,Wardrobe,0,5852.51,0.17,0.19,4/26/2020,0,0
Jorge Santos,Toy,0,4820.98,0.29,0.23,4/26/2020,0,0
Raphael Silva,Stationery,0,2449.22,0.68,0.38,4/26/2020,0,0
Caroline Reis,Stationery,0,1655.8,0.23,0.41,4/26/2020,0,0
Letícia Nascimento,Electronics,0,6885.71,0.3,0.18,4/27/2020,0,0
Ana Sousa,Electronics,0,5471.95,0.22,0.21,4/27/2020,0,0
Gustavo Martins,Electronics,0,10829.9,0.23,0.22,4/27/2020,0,0
Beatriz Santos,Wardrobe,0,7143.1,0.15,0.17,4/27/2020,0,0
Camila Lima,Wardrobe,0,6723.09,0.08,0.16,4/27/2020,0,0
Thiago Barbosa,Accessories,0,4826.04,0.26,0.54,4/27/2020,0,0
Letícia Ribeiro,Accessories,0,2569.87,0.7,0.48,4/27/2020,0,0
Enzo Nascimento,House,0,5263.64,0.15,0.23,4/27/2020,0,0
Guilherme Santos,House,0,6868.23,0.31,0.28,4/27/2020,0,0
Vitória Ribeiro,Toy,0,4294.08,0.2,0.27,4/27/2020,0,0
Julia Araújo,Sports,0,14383.33,0.43,0.38,4/27/2020,0,0
Lucas Rodrigues,Sports,0,14093.78,0.26,0.34,4/27/2020,0,0
Thiago Carvalho,Sports,0,8336.26,0.42,0.36,4/27/2020,0,0
Mateus Barbosa,Electronics,0,7997.21,0.29,0.23,4/27/2020,0,0
Camila Carvalho,House,0,4761.36,0.31,0.32,4/27/2020,0,0
Diego Cardoso,Wardrobe,0,6749.74,0.12,0.17,4/27/2020,0,0
Jorge Santos,Toy,0,9552.61,0.24,0.24,4/27/2020,0,0
Raphael Silva,Stationery,0,1616.35,0.61,0.4,4/27/2020,0,0
Caroline Reis,Stationery,0,1788.3,0.52,0.52,4/27/2020,0,0
Letícia Nascimento,Electronics,0,8985.44,0.28,0.2,4/28/2020,0,0
Ana Sousa,Electronics,0,4722.23,0.31,0.21,4/28/2020,0,0
Gustavo Martins,Electronics,0,11966.02,0.26,0.24,4/28/2020,0,0
Beatriz Santos,Wardrobe,0,5308.53,0.11,0.15,4/28/2020,0,0
Camila Lima,Wardrobe,0,5632.67,0.23,0.18,4/28/2020,0,0
Thiago Barbosa,Accessories,0,2193.13,0.76,0.56,4/28/2020,0,0
Letícia Ribeiro,Accessories,0,5343.09,0.62,0.52,4/28/2020,0,0
Enzo Nascimento,House,0,14280.01,0.18,0.3,4/28/2020,0,0
Guilherme Santos,House,0,6469.41,0.35,0.3,4/28/2020,0,0
Vitória Ribeiro,Toy,0,4185.62,0.3,0.3,4/28/2020,0,0
Julia Araújo,Sports,0,9696.3,0.14,0.31,4/28/2020,0,0
Lucas Rodrigues,Sports,0,9655.52,0.49,0.34,4/28/2020,0,0
Thiago Carvalho,Sports,0,11288.2,0.44,0.27,4/28/2020,0,0
Mateus Barbosa,Electronics,0,4461.38,0.24,0.16,4/28/2020,0,0
Camila Carvalho,House,0,13530.55,0.42,0.28,4/28/2020,0,0
Diego Cardoso,Wardrobe,0,6986.43,0.2,0.16,4/28/2020,0,0
Jorge Santos,Toy,0,11248.86,0.31,0.29,4/28/2020,0,0
Raphael Silva,Stationery,0,1843.56,0.59,0.38,4/28/2020,0,0
Caroline Reis,Stationery,0,3892.89,0.2,0.4,4/28/2020,0,0
Letícia Nascimento,Electronics,0,12545.35,0.11,0.21,4/29/2020,0,0
Ana Sousa,Electronics,0,8790.46,0.22,0.17,4/29/2020,0,0
Gustavo Martins,Electronics,0,11348.54,0.3,0.19,4/29/2020,0,0
Beatriz Santos,Wardrobe,0,5931.32,0.15,0.17,4/29/2020,0,0
Camila Lima,Wardrobe,0,8337.97,0.24,0.2,4/29/2020,0,0
Thiago Barbosa,Accessories,0,3097.39,0.5,0.58,4/29/2020,0,0
Letícia Ribeiro,Accessories,0,4025.77,0.4,0.48,4/29/2020,0,0
Enzo Nascimento,House,0,10836.78,0.24,0.28,4/29/2020,0,0
Guilherme Santos,House,0,7843.2,0.31,0.29,4/29/2020,0,0
Vitória Ribeiro,Toy,0,6590.56,0.27,0.22,4/29/2020,0,0
Julia Araújo,Sports,0,9364.24,0.45,0.38,4/29/2020,0,0
Lucas Rodrigues,Sports,0,4232.32,0.33,0.38,4/29/2020,0,0
Thiago Carvalho,Sports,0,15217.18,0.22,0.29,4/29/2020,0,0
Mateus Barbosa,Electronics,0,11461.48,0.14,0.21,4/29/2020,0,0
Camila Carvalho,House,0,14364.69,0.31,0.31,4/29/2020,0,0
Diego Cardoso,Wardrobe,0,8712.95,0.26,0.17,4/29/2020,0,0
Jorge Santos,Toy,0,4971.06,0.13,0.21,4/29/2020,0,0
Raphael Silva,Stationery,0,1871.33,0.58,0.5,4/29/2020,0,0
Caroline Reis,Stationery,0,2405.75,0.34,0.4,4/29/2020,0,0
Letícia Nascimento,Electronics,0,4949.07,0.28,0.23,4/30/2020,0,0
Ana Sousa,Electronics,0,10052.78,0.19,0.18,4/30/2020,0,0
Gustavo Martins,Electronics,0,7904.64,0.22,0.23,4/30/2020,0,0
Beatriz Santos,Wardrobe,0,9982.29,0.22,0.17,4/30/2020,0,0
Camila Lima,Wardrobe,0,7223.7,0.24,0.14,4/30/2020,0,0
Thiago Barbosa,Accessories,0,2977.62,0.4,0.52,4/30/2020,0,0
Letícia Ribeiro,Accessories,0,2100.02,0.26,0.52,4/30/2020,0,0
Enzo Nascimento,House,0,5265.06,0.34,0.24,4/30/2020,0,0
Guilherme Santos,House,0,7930.04,0.28,0.3,4/30/2020,0,0
Vitória Ribeiro,Toy,0,11843.13,0.4,0.27,4/30/2020,0,0
Julia Araújo,Sports,0,6373.4,0.48,0.29,4/30/2020,0,0
Lucas Rodrigues,Sports,0,12215.94,0.22,0.29,4/30/2020,0,0
Thiago Carvalho,Sports,0,13232.53,0.39,0.3,4/30/2020,0,0
Mateus Barbosa,Electronics,0,13314.92,0.31,0.18,4/30/2020,0,0
Camila Carvalho,House,0,14201.46,0.15,0.31,4/30/2020,0,0
Diego Cardoso,Wardrobe,0,10693.32,0.08,0.2,4/30/2020,0,0
Jorge Santos,Toy,0,11945.12,0.31,0.24,4/30/2020,0,0
Raphael Silva,Stationery,0,4159.58,0.2,0.38,4/30/2020,0,0
Caroline Reis,Stationery,0,2390.17,0.31,0.38,4/30/2020,0,0
Letícia Nascimento,Electronics,0,14138.69,0.18,0.18,5/1/2020,0,0
Ana Sousa,Electronics,0,14212.38,0.25,0.19,5/1/2020,0,0
Gustavo Martins,Electronics,0,7916.52,0.12,0.2,5/1/2020,0,0
Beatriz Santos,Wardrobe,0,4748.99,0.18,0.21,5/1/2020,0,0
Camila Lima,Wardrobe,0,3459.19,0.08,0.2,5/1/2020,0,0
Thiago Barbosa,Accessories,0,3088.72,0.38,0.56,5/1/2020,0,0
Letícia Ribeiro,Accessories,0,4111.92,0.28,0.4,5/1/2020,0,0
Enzo Nascimento,House,0,14960.55,0.12,0.3,5/1/2020,0,0
Guilherme Santos,House,0,8782.22,0.32,0.25,5/1/2020,0,0
Vitória Ribeiro,Toy,0,4694.11,0.13,0.25,5/1/2020,0,0
Julia Araújo,Sports,0,6238.7,0.18,0.3,5/1/2020,0,0
Lucas Rodrigues,Sports,0,7000.3,0.3,0.33,5/1/2020,0,0
Thiago Carvalho,Sports,0,4704.89,0.43,0.27,5/1/2020,0,0
